    86/299     11.9G   0.03764   0.03271   0.01396   0.08431       223       640    0.6994    0.7118    0.7362    0.4554   0.03361   0.01927  0.007741
    87/299     11.9G   0.03773   0.03282   0.01378   0.08433       218       640    0.7014    0.7112    0.7367    0.4557   0.03359   0.01926   0.00773
    88/299     11.9G   0.03745   0.03287   0.01339   0.08371       197       640    0.7039    0.7081    0.7371    0.4563   0.03357   0.01925  0.007715
    89/299     11.9G   0.03751   0.03248   0.01328   0.08327       200       640    0.7063    0.7074    0.7381    0.4569   0.03355   0.01924  0.007701
    90/299     11.9G   0.03755   0.03279   0.01348   0.08382       221       640    0.7294    0.6871    0.7386    0.4575   0.03354   0.01922   0.00768
    91/299     11.9G   0.03744   0.03271   0.01357   0.08372       206       640    0.7298    0.6879    0.7389    0.4582   0.03352   0.01921  0.007665
    92/299     11.9G   0.03715   0.03238   0.01336   0.08289       208       640     0.731    0.6879    0.7396    0.4589    0.0335    0.0192  0.007648
    93/299     11.9G   0.03728   0.03241   0.01321   0.08289       173       640    0.7179    0.6996    0.7402    0.4592   0.03348   0.01918  0.007634
    94/299     11.9G   0.03713   0.03243   0.01313   0.08269       183       640    0.7122    0.7054    0.7402    0.4596   0.03346   0.01917   0.00762
    95/299     11.9G   0.03704   0.03192   0.01294    0.0819       214       640    0.7146    0.7045    0.7406    0.4602   0.03344   0.01915  0.007609
    96/299     11.9G   0.03716   0.03262   0.01288   0.08266       221       640    0.7109      0.71     0.741    0.4608   0.03342   0.01914  0.007598
    97/299     11.9G   0.03698     0.032   0.01291   0.08189       179       640    0.7113    0.7121    0.7415    0.4616    0.0334   0.01912  0.007586
    98/299     11.9G   0.03696   0.03229   0.01286    0.0821       213       640    0.7128    0.7133    0.7424    0.4622   0.03338   0.01911  0.007574
    99/299     11.9G   0.03679   0.03228    0.0125   0.08157       171       640    0.7339    0.6942    0.7429    0.4628   0.03336    0.0191  0.007557
   100/299     11.9G   0.03687   0.03247   0.01264   0.08198       215       640    0.7165    0.7128    0.7436    0.4634   0.03335   0.01909  0.007546
   101/299     11.9G   0.03677   0.03225    0.0127   0.08171       192       640    0.7185    0.7119     0.744    0.4643   0.03333   0.01907  0.007537
   102/299     11.9G   0.03676   0.03212   0.01284   0.08172       177       640    0.7314    0.6999    0.7442    0.4649   0.03331   0.01906  0.007528
   103/299     11.9G   0.03647   0.03176   0.01242   0.08064       210       640    0.7265    0.7066    0.7449    0.4654   0.03329   0.01904  0.007517
   104/299     11.9G    0.0366   0.03176   0.01244    0.0808       200       640    0.7262    0.7083    0.7454    0.4659   0.03327   0.01903  0.007511
   105/299     11.9G   0.03628   0.03191   0.01244   0.08063       198       640    0.7296    0.7055    0.7456    0.4665   0.03325   0.01902  0.007504
   106/299     11.9G   0.03643   0.03183   0.01244    0.0807       187       640    0.7314    0.7058    0.7466    0.4667   0.03324     0.019  0.007495
   107/299     11.9G   0.03647   0.03189   0.01244   0.08079       208       640    0.7323    0.7064    0.7472    0.4673   0.03322   0.01899  0.007482
   108/299     11.9G   0.03635   0.03181    0.0124   0.08056       212       640    0.7349    0.7044    0.7473     0.468   0.03321   0.01898  0.007479
   109/299     11.9G   0.03615   0.03151   0.01235   0.08001       217       640    0.7347    0.7053    0.7472    0.4683   0.03319   0.01897  0.007474
   110/299     11.9G   0.03615   0.03165   0.01238   0.08019       176       640    0.7384    0.7029    0.7477    0.4688   0.03318   0.01895  0.007468
   111/299     11.9G   0.03616   0.03168   0.01234   0.08018       204       640    0.7417    0.7016    0.7484    0.4694   0.03316   0.01894  0.007463
   112/299     11.9G   0.03627   0.03168   0.01216   0.08011       175       640    0.7376    0.7051    0.7489    0.4698   0.03314   0.01892  0.007457
   113/299     11.9G   0.03624   0.03137   0.01195   0.07955       171       640    0.7337    0.7089    0.7499    0.4705   0.03313   0.01891  0.007454
   114/299     11.9G   0.03598   0.03128   0.01191   0.07917       239       640    0.7338    0.7092    0.7503    0.4714   0.03312    0.0189  0.007444
   115/299     11.9G   0.03582   0.03123   0.01183   0.07888       181       640     0.734    0.7105     0.751     0.472    0.0331   0.01888  0.007434
   116/299     11.9G   0.03594   0.03142    0.0118   0.07916       218       640    0.7348    0.7115    0.7517    0.4726   0.03309   0.01887  0.007425
   117/299     11.9G   0.03587   0.03131   0.01184   0.07902       189       640    0.7342    0.7121    0.7519    0.4735   0.03308   0.01885  0.007421
   118/299     11.9G   0.03595   0.03111   0.01198   0.07905       204       640    0.7337    0.7141    0.7529    0.4741   0.03307   0.01884  0.007414
   119/299     11.9G   0.03573   0.03135   0.01184   0.07892       202       640    0.7339    0.7142    0.7534    0.4744   0.03306   0.01883  0.007406
   120/299     11.9G   0.03574   0.03143   0.01174   0.07891       218       640    0.7301    0.7175    0.7535     0.475   0.03304   0.01882  0.007394
   121/299     11.9G   0.03586   0.03136   0.01198    0.0792       229       640    0.7379    0.7115     0.754    0.4755   0.03303    0.0188  0.007389
   122/299     11.9G   0.03535    0.0312   0.01169   0.07824       186       640    0.7313    0.7187    0.7548     0.476   0.03301   0.01879  0.007386
   123/299     11.9G    0.0354    0.0307   0.01162   0.07772       186       640    0.7338     0.717    0.7548    0.4765   0.03301   0.01878   0.00738
   124/299     11.9G   0.03544    0.0311   0.01141   0.07795       216       640    0.7348    0.7177    0.7558    0.4773   0.03299   0.01877  0.007373
   125/299     11.9G   0.03547    0.0312   0.01164    0.0783       234       640    0.7341    0.7195    0.7558    0.4776   0.03298   0.01876  0.007367
   126/299     11.9G    0.0352   0.03107   0.01146   0.07774       226       640    0.7348    0.7198    0.7563    0.4782   0.03296   0.01874  0.007363
   127/299     11.9G   0.03533   0.03115   0.01103   0.07751       194       640    0.7289    0.7257    0.7568    0.4786   0.03294   0.01873  0.007353
   128/299     11.9G   0.03513   0.03105   0.01102    0.0772       153       640     0.741    0.7155    0.7574    0.4788   0.03293   0.01872  0.007342
   129/299     11.9G   0.03498    0.0308   0.01123     0.077       229       640    0.7362    0.7217     0.758    0.4794   0.03291   0.01871  0.007329
